latitude_deg,longitude_deg,iso_country,gps_code,
26.32916667,86.06,IN,DMO
26.32916667,86.06,IN,DMO
25.89194444,86.5825,IN,DMO
21.93528056,83.35021389,IN,DMO
31.11138889,77.15694444,IN,DMO
32.92194444,76.458,IN,DMO
22.19222222,85.54888889,IN,DMO
34.12866974,77.53653717,IN,DMO
15.17496667,76.63494722,IN,VOJV
15.36009444,76.22005278,IN,DMO
9.3539,76.86489,IN,DMO
10.54166794,72.61604309,IN,DMO
25.66148758,90.34503937,IN,DMO
24.87245941,93.92568207,IN,DMO
21.81003019,75.55443764,IN,DMO
23.74586667,92.73673333,IN,DMO
22.94226667,92.76885,IN,DMO
22.86838333,92.7633,IN,DMO
24.47891667,92.75393333,IN,DMO
20.91195,85.03258333,IN,DMO
21.03194444,85.75388889,IN,DMO
19.71944444,83.39361111,IN,DMO
20.46668667,83.48333056,IN,DMO
26.141647,73.097062,IN,DMO
26.436257,73.102823,IN,DMO
27.35569763,88.61410522,IN,DMO
27.2313,88.587196,IN,DMO
8.971388817,77.82062531,IN,DMO
10.16499615,78.79376984,IN,DMO
11.68854875,79.32137489,IN,DMO
13.21024193,80.1523447,IN,DMO
26.2475,82.0425,IN,DMO
22.32459157,87.10741997,IN,DMO
22.98950855,87.29959488,IN,DMO
23.03392669,87.35486984,IN,DMO
23.471667,87.794167,IN,DMO
23.64130052,87.34869003,IN,DMO
18.60961667,73.37758333,IN,DMO
26.601473,74.814147,IN,VIKG
25.8077,70.2943,IN,DMO
27.86085631,78.14686775,IN,VIAH
20.81334851,77.71790743,IN,DMO
13.07674,77.597645,IN,VOJK
31.34513889,76.75675,IN,DMO
30.70645,77.8615,IN,DMO
27.98550034,94.22280121,IN,VEDZ
23.49298469,88.45401764,IN,DMO
22.78544033,87.36225128,IN,DMO
24.231185,87.269989,IN,DMO
23.6225,87.243,IN,VEDG
23.58331,87.339787,IN,DMO
26.7511282,82.1543651,IN,DMO
24.3267,93.67546667,IN,DMO
31.29208333,75.6072,IN,DMO
19.17921973,73.13918352,IN,DMO
22.92293299,88.45992923,IN,DMO
24.8062,93.94275,IN,DMO
11.918614,75.547211,IN,VOKN
21.85711746,76.33695602,IN,DMO
25.66306667,94.11393333,IN,DMO
27.05908333,88.27773333,IN,DMO
23.785,86.7935,IN,DMO
27.46423333,77.68241667,IN,DMO
18.89527337,72.80849397,IN,DMO
